path,label
0/0_678.wav,zero
0/0_179.wav,zero
4/4_290.wav,four
0/0_458.wav,zero
0/0_802.wav,zero
4/4_245.wav,four
0/0_691.wav,zero
4/4_36.wav,four
0/0_854.wav,zero
0/0_617.wav,zero
0/0_588.wav,zero
4/4_49.wav,four
0/0_467.wav,zero
4/4_474.wav,four
0/0_529.wav,zero
0/0_299.wav,zero
0/0_867.wav,zero
4/4_783.wav,four
4/4_789.wav,four
4/4_596.wav,four
4/4_250.wav,four
0/0_438.wav,zero
0/0_415.wav,zero
4/4_165.wav,four
4/4_198.wav,four
4/4_409.wav,four
4/4_561.wav,four
0/0_634.wav,zero
0/0_178.wav,zero
4/4_416.wav,four
0/0_261.wav,zero
0/0_702.wav,zero
4/4_347.wav,four
4/4_145.wav,four
4/4_37.wav,four
4/4_770.wav,four
4/4_168.wav,four
0/0_798.wav,zero
4/4_433.wav,four
0/0_730.wav,zero
0/0_728.wav,zero
4/4_597.wav,four
0/0_513.wav,zero
4/4_534.wav,four
4/4_458.wav,four
4/4_21.wav,four
4/4_689.wav,four
4/4_471.wav,four
4/4_312.wav,four
0/0_211.wav,zero
0/0_387.wav,zero
0/0_618.wav,zero
4/4_579.wav,four
0/0_420.wav,zero
4/4_780.wav,four
0/0_221.wav,zero
4/4_722.wav,four
0/0_712.wav,zero
0/0_306.wav,zero
4/4_442.wav,four
4/4_736.wav,four
0/0_876.wav,zero
0/0_418.wav,zero
0/0_249.wav,zero
4/4_473.wav,four
4/4_16.wav,four
4/4_655.wav,four
0/0_528.wav,zero
4/4_226.wav,four
0/0_740.wav,zero
0/0_165.wav,zero
0/0_871.wav,zero
0/0_359.wav,zero
0/0_803.wav,zero
0/0_763.wav,zero
4/4_600.wav,four
0/0_98.wav,zero
0/0_298.wav,zero
0/0_369.wav,zero
4/4_748.wav,four
0/0_665.wav,zero
4/4_417.wav,four
4/4_332.wav,four
4/4_265.wav,four
0/0_829.wav,zero
4/4_319.wav,four
4/4_73.wav,four
4/4_483.wav,four
4/4_342.wav,four
0/0_481.wav,zero
0/0_574.wav,zero
0/0_488.wav,zero
4/4_324.wav,four
0/0_72.wav,zero
0/0_398.wav,zero
4/4_415.wav,four
0/0_677.wav,zero
4/4_547.wav,four
4/4_533.wav,four
4/4_96.wav,four
4/4_812.wav,four
0/0_65.wav,zero
0/0_255.wav,zero
0/0_191.wav,zero
4/4_252.wav,four
0/0_377.wav,zero
0/0_268.wav,zero
0/0_102.wav,zero
4/4_399.wav,four
0/0_744.wav,zero
0/0_847.wav,zero
0/0_62.wav,zero
0/0_105.wav,zero
0/0_234.wav,zero
0/0_563.wav,zero
0/0_697.wav,zero
0/0_534.wav,zero
4/4_257.wav,four
4/4_625.wav,four
4/4_536.wav,four
0/0_217.wav,zero
4/4_749.wav,four
4/4_47.wav,four
0/0_103.wav,zero
4/4_803.wav,four
4/4_278.wav,four
4/4_112.wav,four
4/4_338.wav,four
0/0_411.wav,zero
4/4_663.wav,four
4/4_77.wav,four
0/0_575.wav,zero
4/4_700.wav,four
0/0_403.wav,zero
4/4_71.wav,four
0/0_629.wav,zero
4/4_279.wav,four
4/4_694.wav,four
4/4_631.wav,four
0/0_222.wav,zero
4/4_436.wav,four
0/0_146.wav,zero
4/4_668.wav,four
0/0_343.wav,zero
0/0_483.wav,zero
0/0_246.wav,zero
0/0_896.wav,zero
0/0_669.wav,zero
4/4_15.wav,four
0/0_889.wav,zero
4/4_589.wav,four
4/4_138.wav,four
4/4_19.wav,four
4/4_346.wav,four
0/0_445.wav,zero
4/4_190.wav,four
0/0_501.wav,zero
4/4_196.wav,four
0/0_890.wav,zero
0/0_892.wav,zero
0/0_541.wav,zero
0/0_785.wav,zero
4/4_61.wav,four
0/0_430.wav,zero
0/0_192.wav,zero
0/0_176.wav,zero
0/0_370.wav,zero
4/4_214.wav,four
4/4_467.wav,four
0/0_59.wav,zero
4/4_566.wav,four
0/0_368.wav,zero
4/4_584.wav,four
4/4_788.wav,four
0/0_289.wav,zero
0/0_598.wav,zero
4/4_428.wav,four
4/4_6.wav,four
0/0_183.wav,zero
4/4_673.wav,four
0/0_259.wav,zero
0/0_198.wav,zero
0/0_122.wav,zero
4/4_657.wav,four
4/4_555.wav,four
0/0_641.wav,zero
0/0_466.wav,zero
4/4_57.wav,four
4/4_95.wav,four
4/4_444.wav,four
4/4_302.wav,four
4/4_307.wav,four
0/0_328.wav,zero
0/0_68.wav,zero
0/0_401.wav,zero
4/4_246.wav,four
0/0_90.wav,zero
4/4_636.wav,four
4/4_339.wav,four
4/4_232.wav,four
4/4_48.wav,four
0/0_592.wav,zero
4/4_581.wav,four
4/4_659.wav,four
0/0_583.wav,zero
4/4_375.wav,four
4/4_272.wav,four
4/4_65.wav,four
4/4_378.wav,four
0/0_139.wav,zero
4/4_156.wav,four
0/0_267.wav,zero
0/0_91.wav,zero
0/0_94.wav,zero
0/0_760.wav,zero
4/4_626.wav,four
0/0_266.wav,zero
0/0_252.wav,zero
4/4_478.wav,four
4/4_743.wav,four
4/4_296.wav,four
0/0_462.wav,zero
4/4_357.wav,four
4/4_75.wav,four
0/0_606.wav,zero
0/0_20.wav,zero
4/4_424.wav,four
4/4_733.wav,four
0/0_425.wav,zero
0/0_86.wav,zero
4/4_711.wav,four
0/0_631.wav,zero
4/4_543.wav,four
0/0_594.wav,zero
0/0_265.wav,zero
0/0_322.wav,zero
4/4_735.wav,four
4/4_710.wav,four
0/0_471.wav,zero
0/0_334.wav,zero
0/0_78.wav,zero
0/0_739.wav,zero
4/4_618.wav,four
0/0_580.wav,zero
0/0_463.wav,zero
0/0_520.wav,zero
0/0_113.wav,zero
4/4_638.wav,four
0/0_518.wav,zero
4/4_779.wav,four
0/0_386.wav,zero
4/4_349.wav,four
0/0_560.wav,zero
0/0_786.wav,zero
4/4_421.wav,four
0/0_182.wav,zero
4/4_311.wav,four
0/0_251.wav,zero
0/0_648.wav,zero
0/0_851.wav,zero
4/4_494.wav,four
0/0_434.wav,zero
0/0_510.wav,zero
4/4_287.wav,four
0/0_764.wav,zero
0/0_572.wav,zero
4/4_593.wav,four
4/4_151.wav,four
0/0_444.wav,zero
0/0_591.wav,zero
4/4_624.wav,four
0/0_213.wav,zero
0/0_586.wav,zero
4/4_426.wav,four
4/4_599.wav,four
4/4_418.wav,four
4/4_484.wav,four
0/0_200.wav,zero
0/0_605.wav,zero
0/0_766.wav,zero
4/4_576.wav,four
0/0_311.wav,zero
0/0_184.wav,zero
4/4_362.wav,four
4/4_665.wav,four
0/0_55.wav,zero
4/4_649.wav,four
4/4_205.wav,four
0/0_552.wav,zero
4/4_617.wav,four
4/4_309.wav,four
4/4_656.wav,four
0/0_642.wav,zero
4/4_276.wav,four
0/0_54.wav,zero
0/0_294.wav,zero
0/0_755.wav,zero
4/4_172.wav,four
0/0_809.wav,zero
4/4_59.wav,four
0/0_551.wav,zero
0/0_455.wav,zero
4/4_441.wav,four
4/4_2.wav,four
0/0_671.wav,zero
0/0_277.wav,zero
0/0_662.wav,zero
0/0_657.wav,zero
0/0_660.wav,zero
0/0_35.wav,zero
0/0_121.wav,zero
0/0_170.wav,zero
0/0_476.wav,zero
4/4_379.wav,four
0/0_193.wav,zero
0/0_389.wav,zero
0/0_495.wav,zero
0/0_579.wav,zero
0/0_616.wav,zero
4/4_505.wav,four
0/0_547.wav,zero
4/4_540.wav,four
4/4_739.wav,four
0/0_748.wav,zero
4/4_358.wav,four
0/0_271.wav,zero
0/0_897.wav,zero
0/0_42.wav,zero
0/0_561.wav,zero
0/0_180.wav,zero
4/4_612.wav,four
4/4_544.wav,four
0/0_845.wav,zero
4/4_679.wav,four
4/4_639.wav,four
4/4_94.wav,four
0/0_45.wav,zero
0/0_436.wav,zero
0/0_685.wav,zero
4/4_394.wav,four
4/4_806.wav,four
0/0_85.wav,zero
0/0_224.wav,zero
0/0_49.wav,zero
0/0_95.wav,zero
4/4_259.wav,four
0/0_339.wav,zero
4/4_574.wav,four
4/4_177.wav,four
0/0_451.wav,zero
0/0_825.wav,zero
0/0_28.wav,zero
4/4_148.wav,four
0/0_525.wav,zero
4/4_299.wav,four
4/4_200.wav,four
0/0_248.wav,zero
0/0_750.wav,zero
0/0_741.wav,zero
4/4_256.wav,four
0/0_71.wav,zero
0/0_88.wav,zero
4/4_115.wav,four
4/4_480.wav,four
0/0_680.wav,zero
4/4_356.wav,four
0/0_590.wav,zero
4/4_485.wav,four
0/0_820.wav,zero
0/0_214.wav,zero
4/4_127.wav,four
0/0_565.wav,zero
4/4_769.wav,four
4/4_292.wav,four
0/0_682.wav,zero
4/4_393.wav,four
0/0_314.wav,zero
4/4_604.wav,four
0/0_834.wav,zero
4/4_406.wav,four
4/4_231.wav,four
4/4_423.wav,four
4/4_174.wav,four
4/4_142.wav,four
4/4_520.wav,four
4/4_239.wav,four
0/0_524.wav,zero
0/0_56.wav,zero
0/0_300.wav,zero
0/0_83.wav,zero
4/4_55.wav,four
4/4_260.wav,four
4/4_97.wav,four
4/4_630.wav,four
0/0_863.wav,zero
4/4_575.wav,four
4/4_410.wav,four
0/0_627.wav,zero
0/0_874.wav,zero
4/4_646.wav,four
0/0_127.wav,zero
4/4_78.wav,four
0/0_344.wav,zero
4/4_318.wav,four
4/4_701.wav,four
0/0_503.wav,zero
4/4_380.wav,four
4/4_491.wav,four
0/0_824.wav,zero
0/0_857.wav,zero
4/4_377.wav,four
4/4_487.wav,four
4/4_432.wav,four
4/4_609.wav,four
4/4_757.wav,four
4/4_262.wav,four
0/0_80.wav,zero
4/4_651.wav,four
0/0_166.wav,zero
0/0_780.wav,zero
4/4_366.wav,four
0/0_304.wav,zero
4/4_514.wav,four
0/0_374.wav,zero
0/0_733.wav,zero
4/4_439.wav,four
0/0_215.wav,zero
4/4_212.wav,four
0/0_212.wav,zero
0/0_568.wav,zero
4/4_419.wav,four
0/0_615.wav,zero
4/4_288.wav,four
4/4_225.wav,four
0/0_474.wav,zero
0/0_832.wav,zero
0/0_118.wav,zero
0/0_584.wav,zero
0/0_160.wav,zero
4/4_702.wav,four
0/0_349.wav,zero
0/0_676.wav,zero
0/0_664.wav,zero
4/4_108.wav,four
0/0_784.wav,zero
4/4_353.wav,four
4/4_361.wav,four
4/4_734.wav,four
0/0_773.wav,zero
4/4_215.wav,four
4/4_390.wav,four
0/0_414.wav,zero
4/4_666.wav,four
0/0_815.wav,zero
0/0_859.wav,zero
0/0_362.wav,zero
0/0_128.wav,zero
4/4_9.wav,four
4/4_241.wav,four
4/4_807.wav,four
4/4_670.wav,four
4/4_564.wav,four
0/0_468.wav,zero
4/4_637.wav,four
4/4_275.wav,four
0/0_711.wav,zero
4/4_685.wav,four
4/4_469.wav,four
4/4_186.wav,four
0/0_753.wav,zero
0/0_431.wav,zero
4/4_24.wav,four
4/4_477.wav,four
0/0_104.wav,zero
4/4_529.wav,four
4/4_802.wav,four
4/4_86.wav,four
0/0_553.wav,zero
0/0_372.wav,zero
4/4_501.wav,four
0/0_154.wav,zero
4/4_26.wav,four
4/4_450.wav,four
4/4_62.wav,four
0/0_708.wav,zero
0/0_686.wav,zero
0/0_732.wav,zero
0/0_710.wav,zero
4/4_706.wav,four
0/0_614.wav,zero
0/0_335.wav,zero
0/0_1.wav,zero
4/4_698.wav,four
4/4_227.wav,four
0/0_604.wav,zero
0/0_284.wav,zero
0/0_233.wav,zero
4/4_672.wav,four
0/0_124.wav,zero
4/4_653.wav,four
4/4_364.wav,four
4/4_724.wav,four
0/0_828.wav,zero
4/4_179.wav,four
4/4_136.wav,four
0/0_853.wav,zero
4/4_217.wav,four
0/0_695.wav,zero
0/0_168.wav,zero
0/0_129.wav,zero
0/0_792.wav,zero
0/0_171.wav,zero
4/4_247.wav,four
4/4_360.wav,four
0/0_822.wav,zero
0/0_670.wav,zero
4/4_412.wav,four
4/4_613.wav,four
4/4_754.wav,four
0/0_816.wav,zero
0/0_342.wav,zero
0/0_597.wav,zero
0/0_383.wav,zero
4/4_790.wav,four
4/4_511.wav,four
4/4_437.wav,four
4/4_4.wav,four
0/0_576.wav,zero
0/0_722.wav,zero
0/0_490.wav,zero
0/0_630.wav,zero
0/0_556.wav,zero
0/0_875.wav,zero
0/0_441.wav,zero
4/4_395.wav,four
0/0_492.wav,zero
4/4_386.wav,four
0/0_549.wav,zero
0/0_412.wav,zero
0/0_774.wav,zero
4/4_25.wav,four
4/4_11.wav,four
4/4_253.wav,four
4/4_684.wav,four
4/4_333.wav,four
0/0_309.wav,zero
0/0_452.wav,zero
4/4_704.wav,four
4/4_331.wav,four
0/0_295.wav,zero
4/4_223.wav,four
4/4_594.wav,four
4/4_808.wav,four
0/0_546.wav,zero
0/0_448.wav,zero
0/0_273.wav,zero
4/4_601.wav,four
4/4_224.wav,four
0/0_706.wav,zero
4/4_578.wav,four
4/4_300.wav,four
4/4_750.wav,four
4/4_777.wav,four
4/4_468.wav,four
4/4_392.wav,four
0/0_4.wav,zero
4/4_369.wav,four
0/0_799.wav,zero
0/0_709.wav,zero
0/0_142.wav,zero
0/0_836.wav,zero
4/4_742.wav,four
4/4_273.wav,four
4/4_496.wav,four
4/4_615.wav,four
4/4_552.wav,four
4/4_644.wav,four
0/0_256.wav,zero
0/0_742.wav,zero
4/4_101.wav,four
0/0_236.wav,zero
0/0_317.wav,zero
4/4_52.wav,four
4/4_389.wav,four
4/4_103.wav,four
4/4_3.wav,four
4/4_592.wav,four
0/0_437.wav,zero
4/4_134.wav,four
4/4_588.wav,four
4/4_317.wav,four
0/0_216.wav,zero
4/4_221.wav,four
0/0_719.wav,zero
0/0_679.wav,zero
4/4_795.wav,four
0/0_269.wav,zero
0/0_148.wav,zero
0/0_460.wav,zero
0/0_244.wav,zero
0/0_770.wav,zero
4/4_622.wav,four
0/0_726.wav,zero
0/0_882.wav,zero
4/4_695.wav,four
0/0_6.wav,zero
0/0_793.wav,zero
4/4_438.wav,four
0/0_504.wav,zero
4/4_382.wav,four
4/4_498.wav,four
0/0_600.wav,zero
4/4_387.wav,four
4/4_352.wav,four
0/0_137.wav,zero
0/0_291.wav,zero
0/0_527.wav,zero
4/4_481.wav,four
4/4_598.wav,four
4/4_634.wav,four
0/0_877.wav,zero
4/4_430.wav,four
0/0_439.wav,zero
0/0_12.wav,zero
0/0_826.wav,zero
0/0_613.wav,zero
0/0_489.wav,zero
4/4_303.wav,four
0/0_782.wav,zero
0/0_537.wav,zero
0/0_391.wav,zero
0/0_517.wav,zero
4/4_159.wav,four
4/4_453.wav,four
4/4_620.wav,four
4/4_120.wav,four
4/4_29.wav,four
0/0_554.wav,zero
0/0_478.wav,zero
4/4_582.wav,four
4/4_98.wav,four
0/0_199.wav,zero
0/0_440.wav,zero
4/4_176.wav,four
0/0_754.wav,zero
4/4_344.wav,four
0/0_364.wav,zero
0/0_649.wav,zero
0/0_190.wav,zero
0/0_756.wav,zero
4/4_667.wav,four
0/0_424.wav,zero
0/0_804.wav,zero
0/0_423.wav,zero
0/0_32.wav,zero
4/4_554.wav,four
4/4_345.wav,four
0/0_205.wav,zero
0/0_509.wav,zero
4/4_425.wav,four
0/0_727.wav,zero
4/4_66.wav,four
4/4_100.wav,four
4/4_104.wav,four
4/4_38.wav,four
0/0_620.wav,zero
0/0_843.wav,zero
4/4_699.wav,four
4/4_427.wav,four
0/0_891.wav,zero
4/4_293.wav,four
0/0_797.wav,zero
4/4_123.wav,four
0/0_473.wav,zero
4/4_572.wav,four
0/0_777.wav,zero
0/0_392.wav,zero
4/4_674.wav,four
0/0_729.wav,zero
4/4_746.wav,four
4/4_721.wav,four
0/0_577.wav,zero
4/4_661.wav,four
4/4_105.wav,four
4/4_33.wav,four
4/4_90.wav,four
4/4_121.wav,four
4/4_401.wav,four
4/4_614.wav,four
4/4_141.wav,four
0/0_506.wav,zero
4/4_195.wav,four
4/4_413.wav,four
4/4_149.wav,four
4/4_313.wav,four
4/4_291.wav,four
4/4_207.wav,four
0/0_34.wav,zero
0/0_220.wav,zero
4/4_813.wav,four
4/4_164.wav,four
4/4_99.wav,four
0/0_698.wav,zero
0/0_276.wav,zero
0/0_319.wav,zero
4/4_14.wav,four
0/0_724.wav,zero
4/4_570.wav,four
4/4_308.wav,four
0/0_288.wav,zero
0/0_647.wav,zero
0/0_530.wav,zero
0/0_409.wav,zero
4/4_58.wav,four
0/0_358.wav,zero
0/0_531.wav,zero
4/4_642.wav,four
4/4_518.wav,four
0/0_522.wav,zero
4/4_809.wav,four
0/0_673.wav,zero
0/0_272.wav,zero
0/0_736.wav,zero
4/4_153.wav,four
0/0_346.wav,zero
4/4_182.wav,four
4/4_7.wav,four
0/0_181.wav,zero
0/0_67.wav,zero
4/4_274.wav,four
4/4_351.wav,four
4/4_725.wav,four
0/0_333.wav,zero
4/4_422.wav,four
0/0_210.wav,zero
4/4_567.wav,four
0/0_475.wav,zero
0/0_303.wav,zero
0/0_262.wav,zero
0/0_13.wav,zero
4/4_263.wav,four
0/0_419.wav,zero
0/0_428.wav,zero
4/4_199.wav,four
0/0_312.wav,zero
0/0_316.wav,zero
4/4_137.wav,four
4/4_771.wav,four
4/4_211.wav,four
4/4_283.wav,four
0/0_31.wav,zero
4/4_146.wav,four
0/0_52.wav,zero
4/4_590.wav,four
4/4_160.wav,four
0/0_453.wav,zero
4/4_556.wav,four
0/0_653.wav,zero
4/4_396.wav,four
0/0_87.wav,zero
4/4_264.wav,four
4/4_222.wav,four
0/0_177.wav,zero
4/4_84.wav,four
4/4_218.wav,four
4/4_171.wav,four
0/0_609.wav,zero
4/4_194.wav,four
0/0_558.wav,zero
4/4_587.wav,four
0/0_380.wav,zero
4/4_531.wav,four
4/4_248.wav,four
4/4_322.wav,four
4/4_376.wav,four
4/4_500.wav,four
0/0_235.wav,zero
0/0_14.wav,zero
4/4_40.wav,four
0/0_93.wav,zero
0/0_131.wav,zero
4/4_187.wav,four
0/0_253.wav,zero
0/0_886.wav,zero
4/4_763.wav,four
0/0_360.wav,zero
0/0_898.wav,zero
4/4_479.wav,four
4/4_191.wav,four
4/4_490.wav,four
4/4_166.wav,four
0/0_746.wav,zero
0/0_186.wav,zero
0/0_30.wav,zero
4/4_304.wav,four
0/0_765.wav,zero
0/0_194.wav,zero
4/4_371.wav,four
0/0_69.wav,zero
0/0_658.wav,zero
0/0_844.wav,zero
0/0_109.wav,zero
4/4_786.wav,four
4/4_76.wav,four
4/4_449.wav,four
4/4_310.wav,four
0/0_640.wav,zero
0/0_776.wav,zero
4/4_34.wav,four
4/4_374.wav,four
0/0_394.wav,zero
0/0_429.wav,zero
4/4_204.wav,four
0/0_608.wav,zero
4/4_705.wav,four
4/4_323.wav,four
0/0_486.wav,zero
0/0_470.wav,zero
4/4_163.wav,four
4/4_184.wav,four
0/0_354.wav,zero
4/4_129.wav,four
4/4_87.wav,four
0/0_494.wav,zero
0/0_656.wav,zero
4/4_502.wav,four
4/4_50.wav,four
4/4_794.wav,four
4/4_744.wav,four
0/0_347.wav,zero
0/0_539.wav,zero
4/4_1.wav,four
0/0_63.wav,zero
0/0_426.wav,zero
4/4_169.wav,four
4/4_175.wav,four
4/4_229.wav,four
4/4_173.wav,four
4/4_510.wav,four
0/0_365.wav,zero
4/4_708.wav,four
0/0_848.wav,zero
0/0_771.wav,zero
0/0_469.wav,zero
4/4_492.wav,four
4/4_793.wav,four
0/0_15.wav,zero
4/4_68.wav,four
0/0_143.wav,zero
0/0_396.wav,zero
0/0_36.wav,zero
0/0_589.wav,zero
0/0_514.wav,zero
4/4_463.wav,four
0/0_700.wav,zero
0/0_542.wav,zero
4/4_193.wav,four
4/4_719.wav,four
0/0_376.wav,zero
0/0_110.wav,zero
4/4_155.wav,four
0/0_134.wav,zero
0/0_408.wav,zero
4/4_30.wav,four
4/4_23.wav,four
4/4_435.wav,four
0/0_596.wav,zero
0/0_772.wav,zero
0/0_573.wav,zero
0/0_603.wav,zero
0/0_37.wav,zero
4/4_107.wav,four
4/4_503.wav,four
4/4_737.wav,four
4/4_329.wav,four
0/0_161.wav,zero
4/4_45.wav,four
0/0_185.wav,zero
0/0_2.wav,zero
0/0_694.wav,zero
0/0_324.wav,zero
4/4_513.wav,four
0/0_399.wav,zero
0/0_23.wav,zero
4/4_550.wav,four
4/4_765.wav,four
0/0_789.wav,zero
0/0_149.wav,zero
4/4_758.wav,four
4/4_585.wav,four
4/4_727.wav,four
0/0_449.wav,zero
0/0_427.wav,zero
0/0_296.wav,zero
4/4_434.wav,four
4/4_70.wav,four
0/0_545.wav,zero
4/4_420.wav,four
0/0_238.wav,zero
4/4_804.wav,four
4/4_761.wav,four
0/0_3.wav,zero
0/0_240.wav,zero
0/0_544.wav,zero
0/0_512.wav,zero
0/0_516.wav,zero
0/0_675.wav,zero
0/0_693.wav,zero
0/0_164.wav,zero
4/4_170.wav,four
0/0_10.wav,zero
0/0_363.wav,zero
4/4_703.wav,four
0/0_550.wav,zero
4/4_150.wav,four
4/4_219.wav,four
0/0_207.wav,zero
0/0_668.wav,zero
0/0_108.wav,zero
4/4_553.wav,four
0/0_735.wav,zero
4/4_411.wav,four
4/4_447.wav,four
0/0_29.wav,zero
0/0_172.wav,zero
0/0_112.wav,zero
0/0_82.wav,zero
4/4_527.wav,four
0/0_50.wav,zero
0/0_593.wav,zero
4/4_687.wav,four
4/4_254.wav,four
4/4_133.wav,four
4/4_741.wav,four
4/4_180.wav,four
0/0_856.wav,zero
0/0_155.wav,zero
0/0_643.wav,zero
0/0_351.wav,zero
0/0_416.wav,zero
0/0_872.wav,zero
4/4_549.wav,four
4/4_403.wav,four
4/4_124.wav,four
0/0_388.wav,zero
0/0_767.wav,zero
0/0_218.wav,zero
4/4_251.wav,four
0/0_189.wav,zero
4/4_541.wav,four
0/0_225.wav,zero
0/0_355.wav,zero
0/0_297.wav,zero
4/4_628.wav,four
4/4_775.wav,four
4/4_691.wav,four
4/4_31.wav,four
4/4_759.wav,four
0/0_720.wav,zero
0/0_623.wav,zero
0/0_208.wav,zero
0/0_326.wav,zero
4/4_197.wav,four
0/0_559.wav,zero
4/4_610.wav,four
0/0_169.wav,zero
0/0_22.wav,zero
0/0_310.wav,zero
0/0_407.wav,zero
0/0_422.wav,zero
0/0_9.wav,zero
0/0_163.wav,zero
0/0_66.wav,zero
0/0_132.wav,zero
4/4_760.wav,four
4/4_745.wav,four
4/4_508.wav,four
4/4_337.wav,four
4/4_167.wav,four
4/4_5.wav,four
4/4_455.wav,four
4/4_258.wav,four
0/0_305.wav,zero
0/0_707.wav,zero
0/0_446.wav,zero
0/0_805.wav,zero
4/4_635.wav,four
4/4_154.wav,four
0/0_152.wav,zero
0/0_818.wav,zero
0/0_810.wav,zero
4/4_35.wav,four
4/4_131.wav,four
4/4_696.wav,four
0/0_757.wav,zero
0/0_480.wav,zero
0/0_247.wav,zero
0/0_581.wav,zero
4/4_764.wav,four
4/4_271.wav,four
0/0_195.wav,zero
4/4_51.wav,four
4/4_707.wav,four
4/4_784.wav,four
0/0_758.wav,zero
4/4_755.wav,four
4/4_470.wav,four
0/0_356.wav,zero
0/0_11.wav,zero
4/4_654.wav,four
4/4_201.wav,four
4/4_475.wav,four
0/0_833.wav,zero
0/0_24.wav,zero
4/4_643.wav,four
0/0_84.wav,zero
4/4_18.wav,four
0/0_130.wav,zero
0/0_540.wav,zero
0/0_839.wav,zero
4/4_778.wav,four
4/4_548.wav,four
4/4_109.wav,four
4/4_456.wav,four
4/4_355.wav,four
0/0_327.wav,zero
0/0_44.wav,zero
4/4_720.wav,four
0/0_626.wav,zero
0/0_808.wav,zero
4/4_72.wav,four
0/0_133.wav,zero
4/4_242.wav,four
0/0_173.wav,zero
0/0_585.wav,zero
4/4_330.wav,four
4/4_400.wav,four
0/0_811.wav,zero
0/0_302.wav,zero
4/4_563.wav,four
