path,label
0/0_125.wav,zero
2/2_147.wav,two
0/0_69.wav,zero
2/2_920.wav,two
0/0_220.wav,zero
4/4_734.wav,four
4/4_53.wav,four
2/2_45.wav,two
4/4_262.wav,four
2/2_511.wav,two
0/0_50.wav,zero
4/4_529.wav,four
0/0_747.wav,zero
2/2_462.wav,two
0/0_734.wav,zero
2/2_648.wav,two
4/4_47.wav,four
4/4_697.wav,four
2/2_137.wav,two
2/2_162.wav,two
2/2_590.wav,two
0/0_417.wav,zero
0/0_287.wav,zero
4/4_493.wav,four
2/2_938.wav,two
4/4_603.wav,four
2/2_37.wav,two
0/0_150.wav,zero
2/2_155.wav,two
4/4_102.wav,four
0/0_305.wav,zero
2/2_521.wav,two
2/2_94.wav,two
4/4_334.wav,four
2/2_949.wav,two
2/2_191.wav,two
0/0_161.wav,zero
2/2_730.wav,two
2/2_635.wav,two
2/2_915.wav,two
0/0_850.wav,zero
4/4_443.wav,four
2/2_223.wav,two
4/4_571.wav,four
4/4_405.wav,four
0/0_870.wav,zero
2/2_76.wav,two
0/0_350.wav,zero
0/0_649.wav,zero
0/0_808.wav,zero
2/2_472.wav,two
2/2_811.wav,two
0/0_804.wav,zero
2/2_214.wav,two
4/4_606.wav,four
0/0_496.wav,zero
0/0_557.wav,zero
0/0_168.wav,zero
0/0_57.wav,zero
2/2_357.wav,two
0/0_702.wav,zero
2/2_363.wav,two
2/2_394.wav,two
2/2_699.wav,two
4/4_72.wav,four
0/0_533.wav,zero
2/2_675.wav,two
0/0_852.wav,zero
0/0_494.wav,zero
2/2_396.wav,two
4/4_780.wav,four
0/0_249.wav,zero
0/0_152.wav,zero
0/0_577.wav,zero
0/0_143.wav,zero
4/4_317.wav,four
4/4_689.wav,four
0/0_142.wav,zero
0/0_88.wav,zero
2/2_933.wav,two
0/0_821.wav,zero
2/2_686.wav,two
0/0_121.wav,zero
4/4_281.wav,four
4/4_168.wav,four
4/4_803.wav,four
4/4_611.wav,four
4/4_460.wav,four
0/0_424.wav,zero
4/4_255.wav,four
2/2_940.wav,two
4/4_291.wav,four
4/4_48.wav,four
0/0_837.wav,zero
4/4_765.wav,four
4/4_525.wav,four
2/2_248.wav,two
0/0_315.wav,zero
0/0_91.wav,zero
0/0_623.wav,zero
4/4_431.wav,four
4/4_748.wav,four
2/2_46.wav,two
4/4_243.wav,four
0/0_414.wav,zero
4/4_63.wav,four
2/2_127.wav,two
4/4_371.wav,four
2/2_595.wav,two
2/2_156.wav,two
4/4_701.wav,four
2/2_646.wav,two
4/4_600.wav,four
2/2_152.wav,two
4/4_614.wav,four
2/2_828.wav,two
2/2_87.wav,two
0/0_584.wav,zero
4/4_686.wav,four
4/4_79.wav,four
4/4_325.wav,four
2/2_378.wav,two
4/4_585.wav,four
2/2_756.wav,two
4/4_682.wav,four
2/2_738.wav,two
2/2_390.wav,two
0/0_21.wav,zero
2/2_385.wav,two
2/2_101.wav,two
0/0_656.wav,zero
0/0_465.wav,zero
0/0_857.wav,zero
2/2_527.wav,two
0/0_882.wav,zero
0/0_547.wav,zero
2/2_901.wav,two
0/0_407.wav,zero
4/4_208.wav,four
0/0_369.wav,zero
2/2_657.wav,two
4/4_779.wav,four
2/2_136.wav,two
0/0_78.wav,zero
4/4_549.wav,four
0/0_298.wav,zero
2/2_456.wav,two
0/0_710.wav,zero
0/0_503.wav,zero
2/2_399.wav,two
0/0_175.wav,zero
2/2_358.wav,two
0/0_659.wav,zero
0/0_339.wav,zero
2/2_102.wav,two
0/0_360.wav,zero
4/4_737.wav,four
4/4_609.wav,four
0/0_474.wav,zero
0/0_524.wav,zero
2/2_848.wav,two
2/2_279.wav,two
4/4_567.wav,four
4/4_754.wav,four
0/0_689.wav,zero
4/4_195.wav,four
2/2_219.wav,two
2/2_210.wav,two
4/4_635.wav,four
4/4_91.wav,four
2/2_293.wav,two
0/0_35.wav,zero
4/4_149.wav,four
4/4_617.wav,four
2/2_50.wav,two
4/4_510.wav,four
0/0_115.wav,zero
0/0_651.wav,zero
0/0_679.wav,zero
2/2_560.wav,two
2/2_69.wav,two
2/2_374.wav,two
2/2_902.wav,two
2/2_397.wav,two
4/4_704.wav,four
2/2_700.wav,two
2/2_163.wav,two
2/2_407.wav,two
2/2_453.wav,two
2/2_836.wav,two
0/0_711.wav,zero
2/2_416.wav,two
4/4_38.wav,four
2/2_712.wav,two
0/0_297.wav,zero
0/0_640.wav,zero
4/4_227.wav,four
2/2_507.wav,two
0/0_372.wav,zero
4/4_212.wav,four
2/2_891.wav,two
0/0_90.wav,zero
2/2_106.wav,two
0/0_789.wav,zero
0/0_409.wav,zero
4/4_648.wav,four
4/4_637.wav,four
0/0_682.wav,zero
4/4_538.wav,four
2/2_582.wav,two
2/2_649.wav,two
2/2_29.wav,two
4/4_621.wav,four
2/2_696.wav,two
0/0_788.wav,zero
4/4_687.wav,four
0/0_272.wav,zero
0/0_256.wav,zero
2/2_178.wav,two
0/0_767.wav,zero
2/2_791.wav,two
4/4_327.wav,four
0/0_92.wav,zero
0/0_700.wav,zero
0/0_214.wav,zero
0/0_405.wav,zero
4/4_151.wav,four
0/0_846.wav,zero
4/4_247.wav,four
0/0_376.wav,zero
0/0_673.wav,zero
0/0_444.wav,zero
2/2_716.wav,two
4/4_655.wav,four
2/2_48.wav,two
0/0_259.wav,zero
0/0_483.wav,zero
2/2_2.wav,two
4/4_684.wav,four
2/2_694.wav,two
2/2_251.wav,two
0/0_265.wav,zero
2/2_270.wav,two
4/4_374.wav,four
4/4_217.wav,four
0/0_795.wav,zero
4/4_52.wav,four
2/2_171.wav,two
2/2_579.wav,two
4/4_705.wav,four
0/0_54.wav,zero
2/2_222.wav,two
2/2_22.wav,two
2/2_960.wav,two
4/4_598.wav,four
2/2_752.wav,two
0/0_780.wav,zero
4/4_118.wav,four
4/4_663.wav,four
2/2_377.wav,two
0/0_205.wav,zero
2/2_893.wav,two
0/0_352.wav,zero
4/4_530.wav,four
4/4_359.wav,four
4/4_382.wav,four
4/4_672.wav,four
0/0_848.wav,zero
2/2_238.wav,two
2/2_440.wav,two
4/4_147.wav,four
0/0_429.wav,zero
2/2_687.wav,two
0/0_6.wav,zero
2/2_575.wav,two
2/2_43.wav,two
2/2_216.wav,two
2/2_936.wav,two
0/0_282.wav,zero
2/2_269.wav,two
4/4_159.wav,four
0/0_207.wav,zero
0/0_354.wav,zero
0/0_617.wav,zero
2/2_631.wav,two
2/2_856.wav,two
2/2_750.wav,two
4/4_698.wav,four
0/0_347.wav,zero
2/2_310.wav,two
0/0_33.wav,zero
0/0_423.wav,zero
4/4_385.wav,four
0/0_643.wav,zero
4/4_710.wav,four
2/2_849.wav,two
0/0_666.wav,zero
4/4_750.wav,four
4/4_564.wav,four
4/4_78.wav,four
0/0_357.wav,zero
2/2_241.wav,two
4/4_169.wav,four
4/4_378.wav,four
4/4_361.wav,four
0/0_480.wav,zero
4/4_276.wav,four
4/4_786.wav,four
2/2_926.wav,two
0/0_245.wav,zero
0/0_158.wav,zero
4/4_117.wav,four
2/2_823.wav,two
0/0_768.wav,zero
2/2_528.wav,two
2/2_126.wav,two
0/0_306.wav,zero
2/2_913.wav,two
2/2_114.wav,two
2/2_510.wav,two
4/4_807.wav,four
2/2_651.wav,two
2/2_429.wav,two
2/2_14.wav,two
4/4_469.wav,four
0/0_436.wav,zero
4/4_424.wav,four
2/2_861.wav,two
2/2_569.wav,two
0/0_367.wav,zero
0/0_638.wav,zero
2/2_806.wav,two
0/0_776.wav,zero
0/0_189.wav,zero
2/2_583.wav,two
2/2_523.wav,two
0/0_762.wav,zero
2/2_242.wav,two
2/2_567.wav,two
0/0_576.wav,zero
4/4_103.wav,four
2/2_744.wav,two
2/2_676.wav,two
0/0_672.wav,zero
4/4_540.wav,four
0/0_266.wav,zero
2/2_723.wav,two
2/2_275.wav,two
2/2_436.wav,two
2/2_144.wav,two
2/2_868.wav,two
2/2_286.wav,two
4/4_251.wav,four
4/4_346.wav,four
0/0_56.wav,zero
2/2_212.wav,two
2/2_459.wav,two
2/2_729.wav,two
4/4_433.wav,four
0/0_646.wav,zero
2/2_366.wav,two
0/0_604.wav,zero
0/0_235.wav,zero
2/2_897.wav,two
0/0_442.wav,zero
2/2_431.wav,two
0/0_758.wav,zero
4/4_74.wav,four
2/2_437.wav,two
4/4_795.wav,four
0/0_12.wav,zero
0/0_241.wav,zero
2/2_846.wav,two
0/0_875.wav,zero
2/2_39.wav,two
0/0_398.wav,zero
4/4_323.wav,four
4/4_723.wav,four
4/4_19.wav,four
0/0_5.wav,zero
4/4_783.wav,four
4/4_203.wav,four
2/2_432.wav,two
0/0_678.wav,zero
4/4_185.wav,four
2/2_942.wav,two
0/0_38.wav,zero
0/0_415.wav,zero
0/0_593.wav,zero
2/2_689.wav,two
4/4_125.wav,four
2/2_450.wav,two
4/4_11.wav,four
0/0_375.wav,zero
0/0_358.wav,zero
0/0_724.wav,zero
0/0_377.wav,zero
0/0_667.wav,zero
4/4_392.wav,four
4/4_792.wav,four
2/2_301.wav,two
4/4_128.wav,four
2/2_724.wav,two
2/2_601.wav,two
4/4_73.wav,four
2/2_929.wav,two
2/2_195.wav,two
2/2_710.wav,two
2/2_107.wav,two
2/2_278.wav,two
4/4_111.wav,four
2/2_833.wav,two
0/0_110.wav,zero
0/0_886.wav,zero
2/2_296.wav,two
0/0_827.wav,zero
2/2_743.wav,two
0/0_562.wav,zero
4/4_358.wav,four
0/0_468.wav,zero
4/4_713.wav,four
0/0_381.wav,zero
4/4_311.wav,four
4/4_633.wav,four
2/2_233.wav,two
2/2_7.wav,two
2/2_256.wav,two
2/2_311.wav,two
0/0_443.wav,zero
2/2_488.wav,two
2/2_98.wav,two
2/2_133.wav,two
2/2_24.wav,two
4/4_616.wav,four
0/0_873.wav,zero
2/2_877.wav,two
0/0_855.wav,zero
0/0_336.wav,zero
4/4_481.wav,four
4/4_505.wav,four
4/4_770.wav,four
0/0_473.wav,zero
0/0_3.wav,zero
0/0_421.wav,zero
2/2_668.wav,two
4/4_51.wav,four
0/0_106.wav,zero
4/4_280.wav,four
2/2_35.wav,two
0/0_384.wav,zero
4/4_746.wav,four
0/0_373.wav,zero
0/0_484.wav,zero
2/2_903.wav,two
0/0_194.wav,zero
2/2_826.wav,two
0/0_208.wav,zero
0/0_716.wav,zero
2/2_892.wav,two
4/4_725.wav,four
2/2_737.wav,two
2/2_652.wav,two
4/4_249.wav,four
4/4_167.wav,four
2/2_592.wav,two
0/0_202.wav,zero
2/2_300.wav,two
4/4_315.wav,four
2/2_403.wav,two
2/2_333.wav,two
0/0_77.wav,zero
2/2_749.wav,two
4/4_760.wav,four
4/4_673.wav,four
2/2_951.wav,two
4/4_791.wav,four
2/2_124.wav,two
2/2_435.wav,two
2/2_577.wav,two
0/0_704.wav,zero
4/4_647.wav,four
2/2_321.wav,two
4/4_112.wav,four
0/0_378.wav,zero
0/0_631.wav,zero
0/0_515.wav,zero
2/2_304.wav,two
0/0_14.wav,zero
0/0_9.wav,zero
2/2_542.wav,two
4/4_96.wav,four
0/0_597.wav,zero
0/0_178.wav,zero
0/0_720.wav,zero
4/4_162.wav,four
4/4_104.wav,four
4/4_747.wav,four
2/2_957.wav,two
4/4_622.wav,four
0/0_82.wav,zero
4/4_413.wav,four
0/0_37.wav,zero
2/2_382.wav,two
0/0_589.wav,zero
4/4_234.wav,four
4/4_56.wav,four
0/0_544.wav,zero
0/0_428.wav,zero
4/4_60.wav,four
2/2_890.wav,two
4/4_690.wav,four
0/0_345.wav,zero
0/0_809.wav,zero
0/0_163.wav,zero
2/2_571.wav,two
4/4_278.wav,four
0/0_156.wav,zero
0/0_454.wav,zero
0/0_624.wav,zero
0/0_408.wav,zero
2/2_709.wav,two
2/2_714.wav,two
0/0_55.wav,zero
2/2_739.wav,two
4/4_143.wav,four
4/4_82.wav,four
4/4_625.wav,four
4/4_342.wav,four
2/2_533.wav,two
0/0_284.wav,zero
0/0_76.wav,zero
0/0_573.wav,zero
2/2_282.wav,two
4/4_418.wav,four
0/0_439.wav,zero
2/2_97.wav,two
4/4_575.wav,four
4/4_666.wav,four
0/0_447.wav,zero
0/0_278.wav,zero
0/0_630.wav,zero
0/0_567.wav,zero
4/4_436.wav,four
0/0_486.wav,zero
0/0_286.wav,zero
0/0_541.wav,zero
4/4_761.wav,four
0/0_812.wav,zero
2/2_741.wav,two
4/4_331.wav,four
2/2_831.wav,two
0/0_174.wav,zero
4/4_32.wav,four
4/4_146.wav,four
0/0_117.wav,zero
2/2_847.wav,two
2/2_408.wav,two
2/2_683.wav,two
4/4_584.wav,four
2/2_166.wav,two
0/0_895.wav,zero
4/4_94.wav,four
4/4_224.wav,four
0/0_898.wav,zero
4/4_310.wav,four
4/4_411.wav,four
2/2_939.wav,two
2/2_347.wav,two
4/4_548.wav,four
0/0_511.wav,zero
2/2_647.wav,two
0/0_17.wav,zero
4/4_763.wav,four
2/2_240.wav,two
2/2_105.wav,two
2/2_412.wav,two
4/4_131.wav,four
4/4_587.wav,four
0/0_441.wav,zero
2/2_790.wav,two
2/2_70.wav,two
0/0_743.wav,zero
4/4_593.wav,four
0/0_717.wav,zero
4/4_480.wav,four
0/0_374.wav,zero
0/0_288.wav,zero
4/4_141.wav,four
4/4_810.wav,four
2/2_393.wav,two
0/0_897.wav,zero
2/2_562.wav,two
2/2_853.wav,two
2/2_483.wav,two
2/2_864.wav,two
0/0_271.wav,zero
2/2_538.wav,two
0/0_534.wav,zero
2/2_113.wav,two
0/0_349.wav,zero
2/2_18.wav,two
4/4_749.wav,four
4/4_114.wav,four
0/0_613.wav,zero
2/2_184.wav,two
0/0_626.wav,zero
2/2_418.wav,two
4/4_93.wav,four
2/2_747.wav,two
0/0_706.wav,zero
4/4_184.wav,four
0/0_87.wav,zero
0/0_501.wav,zero
2/2_518.wav,two
4/4_257.wav,four
4/4_197.wav,four
4/4_569.wav,four
4/4_171.wav,four
0/0_364.wav,zero
0/0_629.wav,zero
4/4_557.wav,four
2/2_598.wav,two
4/4_49.wav,four
4/4_189.wav,four
0/0_482.wav,zero
0/0_580.wav,zero
2/2_239.wav,two
2/2_736.wav,two
4/4_432.wav,four
4/4_348.wav,four
4/4_225.wav,four
2/2_606.wav,two
2/2_599.wav,two
2/2_829.wav,two
4/4_556.wav,four
2/2_875.wav,two
0/0_60.wav,zero
4/4_46.wav,four
4/4_294.wav,four
4/4_572.wav,four
0/0_612.wav,zero
0/0_416.wav,zero
0/0_181.wav,zero
4/4_456.wav,four
2/2_359.wav,two
4/4_458.wav,four
2/2_745.wav,two
0/0_727.wav,zero
4/4_434.wav,four
0/0_412.wav,zero
2/2_41.wav,two
4/4_582.wav,four
2/2_927.wav,two
2/2_313.wav,two
2/2_732.wav,two
2/2_335.wav,two
4/4_706.wav,four
4/4_694.wav,four
4/4_420.wav,four
0/0_507.wav,zero
2/2_111.wav,two
2/2_629.wav,two
0/0_132.wav,zero
2/2_167.wav,two
4/4_65.wav,four
4/4_216.wav,four
4/4_449.wav,four
0/0_134.wav,zero
2/2_568.wav,two
0/0_251.wav,zero
4/4_245.wav,four
2/2_402.wav,two
2/2_650.wav,two
0/0_670.wav,zero
2/2_67.wav,two
0/0_620.wav,zero
2/2_871.wav,two
4/4_670.wav,four
0/0_93.wav,zero
4/4_211.wav,four
0/0_801.wav,zero
0/0_242.wav,zero
2/2_57.wav,two
2/2_476.wav,two
4/4_793.wav,four
0/0_154.wav,zero
0/0_864.wav,zero
2/2_883.wav,two
4/4_745.wav,four
2/2_229.wav,two
4/4_426.wav,four
2/2_680.wav,two
2/2_451.wav,two
2/2_253.wav,two
0/0_147.wav,zero
2/2_886.wav,two
0/0_554.wav,zero
0/0_777.wav,zero
4/4_312.wav,four
2/2_866.wav,two
2/2_852.wav,two
2/2_380.wav,two
4/4_97.wav,four
4/4_753.wav,four
0/0_794.wav,zero
4/4_678.wav,four
2/2_544.wav,two
4/4_627.wav,four
2/2_267.wav,two
2/2_52.wav,two
2/2_516.wav,two
2/2_617.wav,two
2/2_506.wav,two
2/2_493.wav,two
4/4_703.wav,four
2/2_337.wav,two
2/2_157.wav,two
2/2_480.wav,two
0/0_458.wav,zero
0/0_625.wav,zero
2/2_143.wav,two
0/0_733.wav,zero
0/0_488.wav,zero
0/0_362.wav,zero
0/0_23.wav,zero
2/2_778.wav,two
2/2_860.wav,two
2/2_339.wav,two
0/0_100.wav,zero
0/0_618.wav,zero
